# Extent Types ...
<ExtentType name="DataSeries: ExtentIndex">
  <field type="int64" name="offset" />
  <field type="variable32" name="extenttype" />
</ExtentType>

<ExtentType name="DataSeries: XmlType">
  <field type="variable32" name="xmltype" />
</ExtentType>

<ExtentType name="Test::Simple" namespace="ssd.hpl.hp.com" version="1.0">  <field type="double" name="a" />  <field type="double" name="b" />  <field type="double" name="c" />  <field type="variable32" name="d" />  <field type="variable32" name="e" /></ExtentType>
# Extent, type='Test::Simple'
a b c d e
18 0.5 9 18 0.5
18 1 18 18 1
18 1.5 27 18 1.5
18 2 36 18 2
18 2.5 45 18 2.5
18 3 54 18 3
18 3.5 63 18 3.5
18 4 72 18 4
18 4.5 81 18 4.5
18 5 90 18 5
18 5.5 99 18 5.5
18 6 108 18 6
18 6.5 117 18 6.5
18 7 126 18 7
18 7.5 135 18 7.5
18 8 144 18 8
18 8.5 153 18 8.5
18 9 162 18 9
18 9.5 171 18 9.5
18 10 180 18 10
18 10.5 189 18 10.5
18 11 198 18 11
18 11.5 207 18 11.5
18 12 216 18 12
18 12.5 225 18 12.5
18 13 234 18 13
18 13.5 243 18 13.5
18 14 252 18 14
18 14.5 261 18 14.5
18 15 270 18 15
18 15.5 279 18 15.5
18 16 288 18 16
18 16.5 297 18 16.5
18 17 306 18 17
18 17.5 315 18 17.5
18 18 324 18 18
18.5 0 0 18.5 0
18.5 0.5 9.25 18.5 0.5
18.5 1 18.5 18.5 1
18.5 1.5 27.75 18.5 1.5
18.5 2 37 18.5 2
18.5 2.5 46.25 18.5 2.5
18.5 3 55.5 18.5 3
18.5 3.5 64.75 18.5 3.5
18.5 4 74 18.5 4
18.5 4.5 83.25 18.5 4.5
18.5 5 92.5 18.5 5
18.5 5.5 101.75 18.5 5.5
18.5 6 111 18.5 6
18.5 6.5 120.25 18.5 6.5
18.5 7 129.5 18.5 7
18.5 7.5 138.75 18.5 7.5
18.5 8 148 18.5 8
18.5 8.5 157.25 18.5 8.5
18.5 9 166.5 18.5 9
18.5 9.5 175.75 18.5 9.5
18.5 10 185 18.5 10
18.5 10.5 194.25 18.5 10.5
18.5 11 203.5 18.5 11
18.5 11.5 212.75 18.5 11.5
18.5 12 222 18.5 12
18.5 12.5 231.25 18.5 12.5
18.5 13 240.5 18.5 13
18.5 13.5 249.75 18.5 13.5
18.5 14 259 18.5 14
18.5 14.5 268.25 18.5 14.5
18.5 15 277.5 18.5 15
18.5 15.5 286.75 18.5 15.5
18.5 16 296 18.5 16
18.5 16.5 305.25 18.5 16.5
18.5 17 314.5 18.5 17
18.5 17.5 323.75 18.5 17.5
18.5 18 333 18.5 18
18.5 18.5 342.25 18.5 18.5
19 0 0 19 0
19 0.5 9.5 19 0.5
19 1 19 19 1
19 1.5 28.5 19 1.5
19 2 38 19 2
19 2.5 47.5 19 2.5
19 3 57 19 3
19 3.5 66.5 19 3.5
19 4 76 19 4
19 4.5 85.5 19 4.5
19 5 95 19 5
19 5.5 104.5 19 5.5
19 6 114 19 6
19 6.5 123.5 19 6.5
19 7 133 19 7
19 7.5 142.5 19 7.5
19 8 152 19 8
19 8.5 161.5 19 8.5
19 9 171 19 9
19 9.5 180.5 19 9.5
19 10 190 19 10
19 10.5 199.5 19 10.5
19 11 209 19 11
19 11.5 218.5 19 11.5
19 12 228 19 12
19 12.5 237.5 19 12.5
19 13 247 19 13
19 13.5 256.5 19 13.5
19 14 266 19 14
19 14.5 275.5 19 14.5
19 15 285 19 15
19 15.5 294.5 19 15.5
19 16 304 19 16
19 16.5 313.5 19 16.5
19 17 323 19 17
19 17.5 332.5 19 17.5
19 18 342 19 18
19 18.5 351.5 19 18.5
19 19 361 19 19
19.5 0 0 19.5 0
19.5 0.5 9.75 19.5 0.5
19.5 1 19.5 19.5 1
19.5 1.5 29.25 19.5 1.5
19.5 2 39 19.5 2
19.5 2.5 48.75 19.5 2.5
19.5 3 58.5 19.5 3
19.5 3.5 68.25 19.5 3.5
19.5 4 78 19.5 4
19.5 4.5 87.75 19.5 4.5
19.5 5 97.5 19.5 5
19.5 5.5 107.25 19.5 5.5
19.5 6 117 19.5 6
19.5 6.5 126.75 19.5 6.5
19.5 7 136.5 19.5 7
19.5 7.5 146.25 19.5 7.5
19.5 8 156 19.5 8
19.5 8.5 165.75 19.5 8.5
19.5 9 175.5 19.5 9
19.5 9.5 185.25 19.5 9.5
19.5 10 195 19.5 10
19.5 10.5 204.75 19.5 10.5
19.5 11 214.5 19.5 11
19.5 11.5 224.25 19.5 11.5
19.5 12 234 19.5 12
19.5 12.5 243.75 19.5 12.5
19.5 13 253.5 19.5 13
19.5 13.5 263.25 19.5 13.5
19.5 14 273 19.5 14
19.5 14.5 282.75 19.5 14.5
19.5 15 292.5 19.5 15
19.5 15.5 302.25 19.5 15.5
19.5 16 312 19.5 16
19.5 16.5 321.75 19.5 16.5
19.5 17 331.5 19.5 17
19.5 17.5 341.25 19.5 17.5
19.5 18 351 19.5 18
19.5 18.5 360.75 19.5 18.5
19.5 19 370.5 19.5 19
19.5 19.5 380.25 19.5 19.5
expr: a >= b end
expr: a <= b start
0 0 0 0 0
0 0.5 0 0 0.5
0 1 0 0 1
0 1.5 0 0 1.5
0 2 0 0 2
0 2.5 0 0 2.5
0 3 0 0 3
0 3.5 0 0 3.5
0 4 0 0 4
0 4.5 0 0 4.5
0 5 0 0 5
0 5.5 0 0 5.5
0 6 0 0 6
0 6.5 0 0 6.5
0 7 0 0 7
0 7.5 0 0 7.5
0 8 0 0 8
0 8.5 0 0 8.5
0 9 0 0 9
0 9.5 0 0 9.5
0 10 0 0 10
0 10.5 0 0 10.5
0 11 0 0 11
0 11.5 0 0 11.5
0 12 0 0 12
0 12.5 0 0 12.5
0 13 0 0 13
0 13.5 0 0 13.5
0 14 0 0 14
0 14.5 0 0 14.5
0 15 0 0 15
0 15.5 0 0 15.5
0 16 0 0 16
0 16.5 0 0 16.5
0 17 0 0 17
0 17.5 0 0 17.5
0 18 0 0 18
0 18.5 0 0 18.5
0 19 0 0 19
0 19.5 0 0 19.5
0.5 0.5 0.25 0.5 0.5
0.5 1 0.5 0.5 1
0.5 1.5 0.75 0.5 1.5
0.5 2 1 0.5 2
0.5 2.5 1.25 0.5 2.5
0.5 3 1.5 0.5 3
0.5 3.5 1.75 0.5 3.5
0.5 4 2 0.5 4
0.5 4.5 2.25 0.5 4.5
0.5 5 2.5 0.5 5
0.5 5.5 2.75 0.5 5.5
0.5 6 3 0.5 6
0.5 6.5 3.25 0.5 6.5
0.5 7 3.5 0.5 7
0.5 7.5 3.75 0.5 7.5
0.5 8 4 0.5 8
0.5 8.5 4.25 0.5 8.5
0.5 9 4.5 0.5 9
0.5 9.5 4.75 0.5 9.5
0.5 10 5 0.5 10
0.5 10.5 5.25 0.5 10.5
0.5 11 5.5 0.5 11
0.5 11.5 5.75 0.5 11.5
0.5 12 6 0.5 12
0.5 12.5 6.25 0.5 12.5
0.5 13 6.5 0.5 13
0.5 13.5 6.75 0.5 13.5
0.5 14 7 0.5 14
0.5 14.5 7.25 0.5 14.5
0.5 15 7.5 0.5 15
0.5 15.5 7.75 0.5 15.5
0.5 16 8 0.5 16
0.5 16.5 8.25 0.5 16.5
0.5 17 8.5 0.5 17
0.5 17.5 8.75 0.5 17.5
0.5 18 9 0.5 18
0.5 18.5 9.25 0.5 18.5
0.5 19 9.5 0.5 19
0.5 19.5 9.75 0.5 19.5
1 1 1 1 1
1 1.5 1.5 1 1.5
1 2 2 1 2
1 2.5 2.5 1 2.5
1 3 3 1 3
1 3.5 3.5 1 3.5
1 4 4 1 4
1 4.5 4.5 1 4.5
1 5 5 1 5
1 5.5 5.5 1 5.5
1 6 6 1 6
1 6.5 6.5 1 6.5
1 7 7 1 7
1 7.5 7.5 1 7.5
1 8 8 1 8
1 8.5 8.5 1 8.5
1 9 9 1 9
1 9.5 9.5 1 9.5
1 10 10 1 10
1 10.5 10.5 1 10.5
1 11 11 1 11
1 11.5 11.5 1 11.5
1 12 12 1 12
1 12.5 12.5 1 12.5
1 13 13 1 13
1 13.5 13.5 1 13.5
1 14 14 1 14
1 14.5 14.5 1 14.5
1 15 15 1 15
1 15.5 15.5 1 15.5
1 16 16 1 16
1 16.5 16.5 1 16.5
1 17 17 1 17
1 17.5 17.5 1 17.5
1 18 18 1 18
1 18.5 18.5 1 18.5
1 19 19 1 19
1 19.5 19.5 1 19.5
1.5 1.5 2.25 1.5 1.5
1.5 2 3 1.5 2
1.5 2.5 3.75 1.5 2.5
1.5 3 4.5 1.5 3
1.5 3.5 5.25 1.5 3.5
1.5 4 6 1.5 4
1.5 4.5 6.75 1.5 4.5
1.5 5 7.5 1.5 5
1.5 5.5 8.25 1.5 5.5
1.5 6 9 1.5 6
1.5 6.5 9.75 1.5 6.5
1.5 7 10.5 1.5 7
1.5 7.5 11.25 1.5 7.5
1.5 8 12 1.5 8
1.5 8.5 12.75 1.5 8.5
1.5 9 13.5 1.5 9
1.5 9.5 14.25 1.5 9.5
1.5 10 15 1.5 10
1.5 10.5 15.75 1.5 10.5
1.5 11 16.5 1.5 11
1.5 11.5 17.25 1.5 11.5
1.5 12 18 1.5 12
1.5 12.5 18.75 1.5 12.5
1.5 13 19.5 1.5 13
1.5 13.5 20.25 1.5 13.5
1.5 14 21 1.5 14
1.5 14.5 21.75 1.5 14.5
1.5 15 22.5 1.5 15
1.5 15.5 23.25 1.5 15.5
1.5 16 24 1.5 16
1.5 16.5 24.75 1.5 16.5
1.5 17 25.5 1.5 17
1.5 17.5 26.25 1.5 17.5
1.5 18 27 1.5 18
1.5 18.5 27.75 1.5 18.5
1.5 19 28.5 1.5 19
1.5 19.5 29.25 1.5 19.5
2 2 4 2 2
2 2.5 5 2 2.5
2 3 6 2 3
2 3.5 7 2 3.5
2 4 8 2 4
2 4.5 9 2 4.5
2 5 10 2 5
2 5.5 11 2 5.5
2 6 12 2 6
2 6.5 13 2 6.5
2 7 14 2 7
2 7.5 15 2 7.5
2 8 16 2 8
2 8.5 17 2 8.5
2 9 18 2 9
2 9.5 19 2 9.5
2 10 20 2 10
2 10.5 21 2 10.5
2 11 22 2 11
2 11.5 23 2 11.5
2 12 24 2 12
2 12.5 25 2 12.5
2 13 26 2 13
2 13.5 27 2 13.5
2 14 28 2 14
2 14.5 29 2 14.5
2 15 30 2 15
2 15.5 31 2 15.5
2 16 32 2 16
2 16.5 33 2 16.5
2 17 34 2 17
2 17.5 35 2 17.5
2 18 36 2 18
2 18.5 37 2 18.5
2 19 38 2 19
2 19.5 39 2 19.5
2.5 2.5 6.25 2.5 2.5
2.5 3 7.5 2.5 3
2.5 3.5 8.75 2.5 3.5
2.5 4 10 2.5 4
2.5 4.5 11.25 2.5 4.5
2.5 5 12.5 2.5 5
2.5 5.5 13.75 2.5 5.5
2.5 6 15 2.5 6
2.5 6.5 16.25 2.5 6.5
2.5 7 17.5 2.5 7
2.5 7.5 18.75 2.5 7.5
2.5 8 20 2.5 8
2.5 8.5 21.25 2.5 8.5
2.5 9 22.5 2.5 9
2.5 9.5 23.75 2.5 9.5
2.5 10 25 2.5 10
2.5 10.5 26.25 2.5 10.5
2.5 11 27.5 2.5 11
2.5 11.5 28.75 2.5 11.5
2.5 12 30 2.5 12
2.5 12.5 31.25 2.5 12.5
2.5 13 32.5 2.5 13
2.5 13.5 33.75 2.5 13.5
2.5 14 35 2.5 14
2.5 14.5 36.25 2.5 14.5
2.5 15 37.5 2.5 15
2.5 15.5 38.75 2.5 15.5
2.5 16 40 2.5 16
2.5 16.5 41.25 2.5 16.5
2.5 17 42.5 2.5 17
2.5 17.5 43.75 2.5 17.5
2.5 18 45 2.5 18
2.5 18.5 46.25 2.5 18.5
2.5 19 47.5 2.5 19
2.5 19.5 48.75 2.5 19.5
3 3 9 3 3
3 3.5 10.5 3 3.5
3 4 12 3 4
3 4.5 13.5 3 4.5
3 5 15 3 5
3 5.5 16.5 3 5.5
3 6 18 3 6
3 6.5 19.5 3 6.5
3 7 21 3 7
3 7.5 22.5 3 7.5
3 8 24 3 8
3 8.5 25.5 3 8.5
3 9 27 3 9
3 9.5 28.5 3 9.5
3 10 30 3 10
3 10.5 31.5 3 10.5
3 11 33 3 11
3 11.5 34.5 3 11.5
3 12 36 3 12
3 12.5 37.5 3 12.5
3 13 39 3 13
3 13.5 40.5 3 13.5
3 14 42 3 14
3 14.5 43.5 3 14.5
3 15 45 3 15
3 15.5 46.5 3 15.5
3 16 48 3 16
3 16.5 49.5 3 16.5
3 17 51 3 17
3 17.5 52.5 3 17.5
3 18 54 3 18
3 18.5 55.5 3 18.5
3 19 57 3 19
3 19.5 58.5 3 19.5
3.5 3.5 12.25 3.5 3.5
3.5 4 14 3.5 4
3.5 4.5 15.75 3.5 4.5
3.5 5 17.5 3.5 5
3.5 5.5 19.25 3.5 5.5
3.5 6 21 3.5 6
3.5 6.5 22.75 3.5 6.5
3.5 7 24.5 3.5 7
3.5 7.5 26.25 3.5 7.5
3.5 8 28 3.5 8
3.5 8.5 29.75 3.5 8.5
3.5 9 31.5 3.5 9
3.5 9.5 33.25 3.5 9.5
3.5 10 35 3.5 10
3.5 10.5 36.75 3.5 10.5
3.5 11 38.5 3.5 11
3.5 11.5 40.25 3.5 11.5
3.5 12 42 3.5 12
3.5 12.5 43.75 3.5 12.5
3.5 13 45.5 3.5 13
3.5 13.5 47.25 3.5 13.5
3.5 14 49 3.5 14
3.5 14.5 50.75 3.5 14.5
3.5 15 52.5 3.5 15
3.5 15.5 54.25 3.5 15.5
3.5 16 56 3.5 16
3.5 16.5 57.75 3.5 16.5
3.5 17 59.5 3.5 17
3.5 17.5 61.25 3.5 17.5
3.5 18 63 3.5 18
3.5 18.5 64.75 3.5 18.5
3.5 19 66.5 3.5 19
3.5 19.5 68.25 3.5 19.5
4 4 16 4 4
4 4.5 18 4 4.5
4 5 20 4 5
4 5.5 22 4 5.5
4 6 24 4 6
4 6.5 26 4 6.5
4 7 28 4 7
4 7.5 30 4 7.5
4 8 32 4 8
4 8.5 34 4 8.5
4 9 36 4 9
4 9.5 38 4 9.5
4 10 40 4 10
4 10.5 42 4 10.5
4 11 44 4 11
4 11.5 46 4 11.5
4 12 48 4 12
4 12.5 50 4 12.5
4 13 52 4 13
4 13.5 54 4 13.5
4 14 56 4 14
4 14.5 58 4 14.5
4 15 60 4 15
4 15.5 62 4 15.5
4 16 64 4 16
4 16.5 66 4 16.5
4 17 68 4 17
4 17.5 70 4 17.5
4 18 72 4 18
4 18.5 74 4 18.5
4 19 76 4 19
4 19.5 78 4 19.5
4.5 4.5 20.25 4.5 4.5
4.5 5 22.5 4.5 5
4.5 5.5 24.75 4.5 5.5
4.5 6 27 4.5 6
4.5 6.5 29.25 4.5 6.5
4.5 7 31.5 4.5 7
4.5 7.5 33.75 4.5 7.5
4.5 8 36 4.5 8
4.5 8.5 38.25 4.5 8.5
4.5 9 40.5 4.5 9
4.5 9.5 42.75 4.5 9.5
4.5 10 45 4.5 10
4.5 10.5 47.25 4.5 10.5
4.5 11 49.5 4.5 11
4.5 11.5 51.75 4.5 11.5
4.5 12 54 4.5 12
4.5 12.5 56.25 4.5 12.5
4.5 13 58.5 4.5 13
4.5 13.5 60.75 4.5 13.5
4.5 14 63 4.5 14
4.5 14.5 65.25 4.5 14.5
4.5 15 67.5 4.5 15
4.5 15.5 69.75 4.5 15.5
4.5 16 72 4.5 16
4.5 16.5 74.25 4.5 16.5
4.5 17 76.5 4.5 17
4.5 17.5 78.75 4.5 17.5
4.5 18 81 4.5 18
4.5 18.5 83.25 4.5 18.5
4.5 19 85.5 4.5 19
4.5 19.5 87.75 4.5 19.5
5 5 25 5 5
5 5.5 27.5 5 5.5
5 6 30 5 6
5 6.5 32.5 5 6.5
5 7 35 5 7
5 7.5 37.5 5 7.5
5 8 40 5 8
5 8.5 42.5 5 8.5
5 9 45 5 9
5 9.5 47.5 5 9.5
5 10 50 5 10
5 10.5 52.5 5 10.5
5 11 55 5 11
5 11.5 57.5 5 11.5
5 12 60 5 12
5 12.5 62.5 5 12.5
5 13 65 5 13
5 13.5 67.5 5 13.5
5 14 70 5 14
5 14.5 72.5 5 14.5
5 15 75 5 15
5 15.5 77.5 5 15.5
5 16 80 5 16
5 16.5 82.5 5 16.5
5 17 85 5 17
5 17.5 87.5 5 17.5
5 18 90 5 18
5 18.5 92.5 5 18.5
5 19 95 5 19
5 19.5 97.5 5 19.5
5.5 5.5 30.25 5.5 5.5
5.5 6 33 5.5 6
5.5 6.5 35.75 5.5 6.5
5.5 7 38.5 5.5 7
5.5 7.5 41.25 5.5 7.5
5.5 8 44 5.5 8
5.5 8.5 46.75 5.5 8.5
5.5 9 49.5 5.5 9
5.5 9.5 52.25 5.5 9.5
5.5 10 55 5.5 10
5.5 10.5 57.75 5.5 10.5
5.5 11 60.5 5.5 11
5.5 11.5 63.25 5.5 11.5
5.5 12 66 5.5 12
5.5 12.5 68.75 5.5 12.5
5.5 13 71.5 5.5 13
5.5 13.5 74.25 5.5 13.5
5.5 14 77 5.5 14
5.5 14.5 79.75 5.5 14.5
5.5 15 82.5 5.5 15
5.5 15.5 85.25 5.5 15.5
5.5 16 88 5.5 16
5.5 16.5 90.75 5.5 16.5
5.5 17 93.5 5.5 17
5.5 17.5 96.25 5.5 17.5
5.5 18 99 5.5 18
5.5 18.5 101.75 5.5 18.5
5.5 19 104.5 5.5 19
5.5 19.5 107.25 5.5 19.5
6 6 36 6 6
6 6.5 39 6 6.5
6 7 42 6 7
6 7.5 45 6 7.5
6 8 48 6 8
6 8.5 51 6 8.5
6 9 54 6 9
6 9.5 57 6 9.5
6 10 60 6 10
6 10.5 63 6 10.5
6 11 66 6 11
6 11.5 69 6 11.5
6 12 72 6 12
6 12.5 75 6 12.5
6 13 78 6 13
6 13.5 81 6 13.5
6 14 84 6 14
6 14.5 87 6 14.5
6 15 90 6 15
6 15.5 93 6 15.5
6 16 96 6 16
6 16.5 99 6 16.5
6 17 102 6 17
6 17.5 105 6 17.5
6 18 108 6 18
6 18.5 111 6 18.5
6 19 114 6 19
6 19.5 117 6 19.5
6.5 6.5 42.25 6.5 6.5
6.5 7 45.5 6.5 7
6.5 7.5 48.75 6.5 7.5
6.5 8 52 6.5 8
6.5 8.5 55.25 6.5 8.5
6.5 9 58.5 6.5 9
6.5 9.5 61.75 6.5 9.5
6.5 10 65 6.5 10
6.5 10.5 68.25 6.5 10.5
6.5 11 71.5 6.5 11
6.5 11.5 74.75 6.5 11.5
6.5 12 78 6.5 12
6.5 12.5 81.25 6.5 12.5
6.5 13 84.5 6.5 13
6.5 13.5 87.75 6.5 13.5
6.5 14 91 6.5 14
6.5 14.5 94.25 6.5 14.5
6.5 15 97.5 6.5 15
6.5 15.5 100.75 6.5 15.5
6.5 16 104 6.5 16
6.5 16.5 107.25 6.5 16.5
6.5 17 110.5 6.5 17
6.5 17.5 113.75 6.5 17.5
6.5 18 117 6.5 18
6.5 18.5 120.25 6.5 18.5
6.5 19 123.5 6.5 19
6.5 19.5 126.75 6.5 19.5
7 7 49 7 7
7 7.5 52.5 7 7.5
7 8 56 7 8
7 8.5 59.5 7 8.5
7 9 63 7 9
7 9.5 66.5 7 9.5
7 10 70 7 10
7 10.5 73.5 7 10.5
7 11 77 7 11
7 11.5 80.5 7 11.5
7 12 84 7 12
7 12.5 87.5 7 12.5
7 13 91 7 13
7 13.5 94.5 7 13.5
7 14 98 7 14
7 14.5 101.5 7 14.5
7 15 105 7 15
7 15.5 108.5 7 15.5
7 16 112 7 16
7 16.5 115.5 7 16.5
7 17 119 7 17
7 17.5 122.5 7 17.5
7 18 126 7 18
7 18.5 129.5 7 18.5
7 19 133 7 19
7 19.5 136.5 7 19.5
7.5 7.5 56.25 7.5 7.5
7.5 8 60 7.5 8
7.5 8.5 63.75 7.5 8.5
7.5 9 67.5 7.5 9
7.5 9.5 71.25 7.5 9.5
7.5 10 75 7.5 10
7.5 10.5 78.75 7.5 10.5
7.5 11 82.5 7.5 11
7.5 11.5 86.25 7.5 11.5
7.5 12 90 7.5 12
7.5 12.5 93.75 7.5 12.5
7.5 13 97.5 7.5 13
7.5 13.5 101.25 7.5 13.5
7.5 14 105 7.5 14
7.5 14.5 108.75 7.5 14.5
7.5 15 112.5 7.5 15
7.5 15.5 116.25 7.5 15.5
7.5 16 120 7.5 16
7.5 16.5 123.75 7.5 16.5
7.5 17 127.5 7.5 17
7.5 17.5 131.25 7.5 17.5
7.5 18 135 7.5 18
7.5 18.5 138.75 7.5 18.5
7.5 19 142.5 7.5 19
7.5 19.5 146.25 7.5 19.5
8 8 64 8 8
8 8.5 68 8 8.5
8 9 72 8 9
8 9.5 76 8 9.5
8 10 80 8 10
8 10.5 84 8 10.5
8 11 88 8 11
8 11.5 92 8 11.5
8 12 96 8 12
8 12.5 100 8 12.5
8 13 104 8 13
8 13.5 108 8 13.5
8 14 112 8 14
8 14.5 116 8 14.5
8 15 120 8 15
8 15.5 124 8 15.5
8 16 128 8 16
8 16.5 132 8 16.5
8 17 136 8 17
8 17.5 140 8 17.5
8 18 144 8 18
8 18.5 148 8 18.5
8 19 152 8 19
8 19.5 156 8 19.5
8.5 8.5 72.25 8.5 8.5
8.5 9 76.5 8.5 9
8.5 9.5 80.75 8.5 9.5
8.5 10 85 8.5 10
8.5 10.5 89.25 8.5 10.5
8.5 11 93.5 8.5 11
8.5 11.5 97.75 8.5 11.5
8.5 12 102 8.5 12
8.5 12.5 106.25 8.5 12.5
8.5 13 110.5 8.5 13
8.5 13.5 114.75 8.5 13.5
8.5 14 119 8.5 14
8.5 14.5 123.25 8.5 14.5
8.5 15 127.5 8.5 15
8.5 15.5 131.75 8.5 15.5
8.5 16 136 8.5 16
8.5 16.5 140.25 8.5 16.5
8.5 17 144.5 8.5 17
8.5 17.5 148.75 8.5 17.5
8.5 18 153 8.5 18
8.5 18.5 157.25 8.5 18.5
8.5 19 161.5 8.5 19
8.5 19.5 165.75 8.5 19.5
9 9 81 9 9
9 9.5 85.5 9 9.5
9 10 90 9 10
9 10.5 94.5 9 10.5
9 11 99 9 11
9 11.5 103.5 9 11.5
9 12 108 9 12
9 12.5 112.5 9 12.5
9 13 117 9 13
9 13.5 121.5 9 13.5
9 14 126 9 14
9 14.5 130.5 9 14.5
9 15 135 9 15
9 15.5 139.5 9 15.5
9 16 144 9 16
9 16.5 148.5 9 16.5
9 17 153 9 17
9 17.5 157.5 9 17.5
9 18 162 9 18
9 18.5 166.5 9 18.5
9 19 171 9 19
9 19.5 175.5 9 19.5
9.5 9.5 90.25 9.5 9.5
9.5 10 95 9.5 10
9.5 10.5 99.75 9.5 10.5
9.5 11 104.5 9.5 11
9.5 11.5 109.25 9.5 11.5
9.5 12 114 9.5 12
9.5 12.5 118.75 9.5 12.5
9.5 13 123.5 9.5 13
9.5 13.5 128.25 9.5 13.5
9.5 14 133 9.5 14
9.5 14.5 137.75 9.5 14.5
9.5 15 142.5 9.5 15
9.5 15.5 147.25 9.5 15.5
9.5 16 152 9.5 16
9.5 16.5 156.75 9.5 16.5
9.5 17 161.5 9.5 17
9.5 17.5 166.25 9.5 17.5
9.5 18 171 9.5 18
9.5 18.5 175.75 9.5 18.5
9.5 19 180.5 9.5 19
9.5 19.5 185.25 9.5 19.5
10 10 100 10 10
10 10.5 105 10 10.5
10 11 110 10 11
10 11.5 115 10 11.5
10 12 120 10 12
10 12.5 125 10 12.5
10 13 130 10 13
10 13.5 135 10 13.5
10 14 140 10 14
10 14.5 145 10 14.5
10 15 150 10 15
10 15.5 155 10 15.5
10 16 160 10 16
10 16.5 165 10 16.5
10 17 170 10 17
10 17.5 175 10 17.5
10 18 180 10 18
10 18.5 185 10 18.5
10 19 190 10 19
10 19.5 195 10 19.5
10.5 10.5 110.25 10.5 10.5
10.5 11 115.5 10.5 11
10.5 11.5 120.75 10.5 11.5
10.5 12 126 10.5 12
10.5 12.5 131.25 10.5 12.5
10.5 13 136.5 10.5 13
10.5 13.5 141.75 10.5 13.5
10.5 14 147 10.5 14
10.5 14.5 152.25 10.5 14.5
10.5 15 157.5 10.5 15
10.5 15.5 162.75 10.5 15.5
10.5 16 168 10.5 16
10.5 16.5 173.25 10.5 16.5
10.5 17 178.5 10.5 17
10.5 17.5 183.75 10.5 17.5
10.5 18 189 10.5 18
10.5 18.5 194.25 10.5 18.5
10.5 19 199.5 10.5 19
10.5 19.5 204.75 10.5 19.5
11 11 121 11 11
11 11.5 126.5 11 11.5
11 12 132 11 12
11 12.5 137.5 11 12.5
11 13 143 11 13
11 13.5 148.5 11 13.5
11 14 154 11 14
11 14.5 159.5 11 14.5
11 15 165 11 15
11 15.5 170.5 11 15.5
11 16 176 11 16
11 16.5 181.5 11 16.5
11 17 187 11 17
11 17.5 192.5 11 17.5
11 18 198 11 18
11 18.5 203.5 11 18.5
11 19 209 11 19
11 19.5 214.5 11 19.5
11.5 11.5 132.25 11.5 11.5
11.5 12 138 11.5 12
11.5 12.5 143.75 11.5 12.5
11.5 13 149.5 11.5 13
11.5 13.5 155.25 11.5 13.5
11.5 14 161 11.5 14
11.5 14.5 166.75 11.5 14.5
11.5 15 172.5 11.5 15
11.5 15.5 178.25 11.5 15.5
11.5 16 184 11.5 16
11.5 16.5 189.75 11.5 16.5
11.5 17 195.5 11.5 17
11.5 17.5 201.25 11.5 17.5
11.5 18 207 11.5 18
11.5 18.5 212.75 11.5 18.5
11.5 19 218.5 11.5 19
11.5 19.5 224.25 11.5 19.5
12 12 144 12 12
12 12.5 150 12 12.5
12 13 156 12 13
12 13.5 162 12 13.5
12 14 168 12 14
12 14.5 174 12 14.5
12 15 180 12 15
12 15.5 186 12 15.5
12 16 192 12 16
12 16.5 198 12 16.5
12 17 204 12 17
12 17.5 210 12 17.5
12 18 216 12 18
12 18.5 222 12 18.5
12 19 228 12 19
12 19.5 234 12 19.5
12.5 12.5 156.25 12.5 12.5
12.5 13 162.5 12.5 13
12.5 13.5 168.75 12.5 13.5
12.5 14 175 12.5 14
12.5 14.5 181.25 12.5 14.5
12.5 15 187.5 12.5 15
12.5 15.5 193.75 12.5 15.5
12.5 16 200 12.5 16
12.5 16.5 206.25 12.5 16.5
12.5 17 212.5 12.5 17
12.5 17.5 218.75 12.5 17.5
12.5 18 225 12.5 18
12.5 18.5 231.25 12.5 18.5
12.5 19 237.5 12.5 19
12.5 19.5 243.75 12.5 19.5
13 13 169 13 13
13 13.5 175.5 13 13.5
13 14 182 13 14
13 14.5 188.5 13 14.5
13 15 195 13 15
13 15.5 201.5 13 15.5
13 16 208 13 16
13 16.5 214.5 13 16.5
13 17 221 13 17
13 17.5 227.5 13 17.5
13 18 234 13 18
13 18.5 240.5 13 18.5
13 19 247 13 19
13 19.5 253.5 13 19.5
13.5 13.5 182.25 13.5 13.5
13.5 14 189 13.5 14
13.5 14.5 195.75 13.5 14.5
13.5 15 202.5 13.5 15
13.5 15.5 209.25 13.5 15.5
13.5 16 216 13.5 16
13.5 16.5 222.75 13.5 16.5
13.5 17 229.5 13.5 17
13.5 17.5 236.25 13.5 17.5
13.5 18 243 13.5 18
13.5 18.5 249.75 13.5 18.5
13.5 19 256.5 13.5 19
13.5 19.5 263.25 13.5 19.5
14 14 196 14 14
14 14.5 203 14 14.5
14 15 210 14 15
14 15.5 217 14 15.5
14 16 224 14 16
14 16.5 231 14 16.5
14 17 238 14 17
14 17.5 245 14 17.5
14 18 252 14 18
14 18.5 259 14 18.5
14 19 266 14 19
14 19.5 273 14 19.5
14.5 14.5 210.25 14.5 14.5
14.5 15 217.5 14.5 15
14.5 15.5 224.75 14.5 15.5
14.5 16 232 14.5 16
14.5 16.5 239.25 14.5 16.5
14.5 17 246.5 14.5 17
14.5 17.5 253.75 14.5 17.5
14.5 18 261 14.5 18
